,ObjectId,Country,ISO2,ISO3,Unit,Measure,Date,Value,Year,Month,Day
17695,17696,World,,WLD,Millimeters,World,12/13/2008,27.26,2008,12,13
17716,17717,World,,WLD,Millimeters,World,12/13/2008,26.94,2008,12,13
17746,17747,World,,WLD,Millimeters,World,12/23/2008,24.16,2008,12,23
17766,17767,World,,WLD,Millimeters,World,12/23/2008,24.24,2008,12,23
17795,17796,World,,WLD,Millimeters,World,01/02/2009,25.06,2009,1,2
17816,17817,World,,WLD,Millimeters,World,01/02/2009,24.84,2009,1,2
17845,17846,World,,WLD,Millimeters,World,01/12/2009,24.66,2009,1,12
17865,17866,World,,WLD,Millimeters,World,01/12/2009,24.24,2009,1,12
17898,17899,World,,WLD,Millimeters,World,01/22/2009,22.96,2009,1,22
17916,17917,World,,WLD,Millimeters,World,01/22/2009,22.74,2009,1,22
17942,17943,World,,WLD,Millimeters,World,02/01/2009,21.14,2009,2,1
17967,17968,World,,WLD,Millimeters,World,02/11/2009,18.14,2009,2,11
17992,17993,World,,WLD,Millimeters,World,02/16/2009,17.76,2009,2,16
18011,18012,World,,WLD,Millimeters,World,02/20/2009,19.44,2009,2,20
18039,18040,World,,WLD,Millimeters,World,02/25/2009,20.36,2009,2,25
18065,18066,World,,WLD,Millimeters,World,03/02/2009,20.24,2009,3,2
18090,18091,World,,WLD,Millimeters,World,03/07/2009,23.26,2009,3,7
18116,18117,World,,WLD,Millimeters,World,03/12/2009,20.74,2009,3,12
18141,18142,World,,WLD,Millimeters,World,03/17/2009,23.56,2009,3,17
18166,18167,World,,WLD,Millimeters,World,03/22/2009,21.04,2009,3,22
18193,18194,World,,WLD,Millimeters,World,03/27/2009,22.86,2009,3,27
18217,18218,World,,WLD,Millimeters,World,04/01/2009,20.74,2009,4,1
18242,18243,World,,WLD,Millimeters,World,04/06/2009,21.66,2009,4,6
18267,18268,World,,WLD,Millimeters,World,04/11/2009,19.84,2009,4,11
18293,18294,World,,WLD,Millimeters,World,04/16/2009,19.16,2009,4,16
18317,18318,World,,WLD,Millimeters,World,04/21/2009,20.24,2009,4,21
18342,18343,World,,WLD,Millimeters,World,04/26/2009,21.26,2009,4,26
18367,18368,World,,WLD,Millimeters,World,05/01/2009,20.24,2009,5,1
18393,18394,World,,WLD,Millimeters,World,05/06/2009,23.16,2009,5,6
18417,18418,World,,WLD,Millimeters,World,05/11/2009,19.54,2009,5,11
18443,18444,World,,WLD,Millimeters,World,05/16/2009,19.26,2009,5,16
18468,18469,World,,WLD,Millimeters,World,05/21/2009,18.54,2009,5,21
18493,18494,World,,WLD,Millimeters,World,05/26/2009,19.36,2009,5,26
18511,18512,World,,WLD,Millimeters,World,05/30/2009,17.94,2009,5,30
18535,18536,World,,WLD,Millimeters,World,06/04/2009,19.06,2009,6,4
18562,18563,World,,WLD,Millimeters,World,06/09/2009,20.14,2009,6,9
18584,18585,World,,WLD,Millimeters,World,06/14/2009,23.06,2009,6,14
18614,18615,World,,WLD,Millimeters,World,06/19/2009,21.04,2009,6,19
18640,18641,World,,WLD,Millimeters,World,06/24/2009,20.56,2009,6,24
18665,18666,World,,WLD,Millimeters,World,06/29/2009,19.74,2009,6,29
18692,18693,World,,WLD,Millimeters,World,07/04/2009,20.86,2009,7,4
18716,18717,World,,WLD,Millimeters,World,07/09/2009,18.64,2009,7,9
18743,18744,World,,WLD,Millimeters,World,07/14/2009,21.56,2009,7,14
18767,18768,World,,WLD,Millimeters,World,07/19/2009,21.04,2009,7,19
18793,18794,World,,WLD,Millimeters,World,07/24/2009,25.66,2009,7,24
18817,18818,World,,WLD,Millimeters,World,07/29/2009,25.84,2009,7,29
18843,18844,World,,WLD,Millimeters,World,08/03/2009,26.06,2009,8,3
18867,18868,World,,WLD,Millimeters,World,08/08/2009,24.04,2009,8,8
18893,18894,World,,WLD,Millimeters,World,08/13/2009,25.46,2009,8,13
18918,18919,World,,WLD,Millimeters,World,08/18/2009,26.44,2009,8,18
18943,18944,World,,WLD,Millimeters,World,08/23/2009,26.16,2009,8,23
18967,18968,World,,WLD,Millimeters,World,08/28/2009,28.04,2009,8,28
18993,18994,World,,WLD,Millimeters,World,09/02/2009,29.76,2009,9,2
19017,19018,World,,WLD,Millimeters,World,09/07/2009,30.14,2009,9,7
19043,19044,World,,WLD,Millimeters,World,09/11/2009,33.86,2009,9,11
19068,19069,World,,WLD,Millimeters,World,09/17/2009,34.24,2009,9,17
19089,19090,World,,WLD,Millimeters,World,09/26/2009,30.26,2009,9,26
19108,19109,World,,WLD,Millimeters,World,09/26/2009,34.64,2009,9,26
19134,19135,World,,WLD,Millimeters,World,10/01/2009,36.36,2009,10,1
19158,19159,World,,WLD,Millimeters,World,10/06/2009,34.64,2009,10,6
19187,19188,World,,WLD,Millimeters,World,10/11/2009,35.86,2009,10,11
19211,19212,World,,WLD,Millimeters,World,10/16/2009,36.14,2009,10,16
19237,19238,World,,WLD,Millimeters,World,10/21/2009,35.56,2009,10,21
19261,19262,World,,WLD,Millimeters,World,10/26/2009,36.64,2009,10,26
19287,19288,World,,WLD,Millimeters,World,10/31/2009,38.16,2009,10,31
19312,19313,World,,WLD,Millimeters,World,11/05/2009,36.14,2009,11,5
19338,19339,World,,WLD,Millimeters,World,11/10/2009,34.36,2009,11,10
19362,19363,World,,WLD,Millimeters,World,11/15/2009,32.14,2009,11,15
19388,19389,World,,WLD,Millimeters,World,11/20/2009,34.46,2009,11,20
19412,19413,World,,WLD,Millimeters,World,11/25/2009,33.94,2009,11,25
19438,19439,World,,WLD,Millimeters,World,11/30/2009,34.36,2009,11,30
19462,19463,World,,WLD,Millimeters,World,12/05/2009,32.04,2009,12,5
19488,19489,World,,WLD,Millimeters,World,12/10/2009,32.76,2009,12,10
19512,19513,World,,WLD,Millimeters,World,12/15/2009,29.04,2009,12,15
19538,19539,World,,WLD,Millimeters,World,12/20/2009,32.16,2009,12,20
19562,19563,World,,WLD,Millimeters,World,12/25/2009,32.54,2009,12,25
19588,19589,World,,WLD,Millimeters,World,12/30/2009,30.66,2009,12,30
19612,19613,World,,WLD,Millimeters,World,01/04/2010,28.34,2010,1,4
19633,19634,World,,WLD,Millimeters,World,01/08/2010,30.66,2010,1,8
19659,19660,World,,WLD,Millimeters,World,01/13/2010,26.64,2010,1,13
19684,19685,World,,WLD,Millimeters,World,01/18/2010,26.56,2010,1,18
19708,19709,World,,WLD,Millimeters,World,01/23/2010,24.74,2010,1,23
19736,19737,World,,WLD,Millimeters,World,01/28/2010,21.46,2010,1,28
19761,19762,World,,WLD,Millimeters,World,02/02/2010,20.24,2010,2,2
19787,19788,World,,WLD,Millimeters,World,02/07/2010,22.56,2010,2,7
19812,19813,World,,WLD,Millimeters,World,02/12/2010,23.64,2010,2,12
19837,19838,World,,WLD,Millimeters,World,02/17/2010,25.86,2010,2,17
19862,19863,World,,WLD,Millimeters,World,02/22/2010,25.44,2010,2,22
19887,19888,World,,WLD,Millimeters,World,02/27/2010,27.56,2010,2,27
19912,19913,World,,WLD,Millimeters,World,03/04/2010,28.54,2010,3,4
19938,19939,World,,WLD,Millimeters,World,03/09/2010,26.56,2010,3,9
19963,19964,World,,WLD,Millimeters,World,03/14/2010,21.94,2010,3,14
19988,19989,World,,WLD,Millimeters,World,03/19/2010,22.06,2010,3,19
20012,20013,World,,WLD,Millimeters,World,03/24/2010,22.14,2010,3,24
20038,20039,World,,WLD,Millimeters,World,03/29/2010,22.06,2010,3,29
20062,20063,World,,WLD,Millimeters,World,04/03/2010,21.64,2010,4,3
20079,20080,World,,WLD,Millimeters,World,04/07/2010,21.56,2010,4,7
20112,20113,World,,WLD,Millimeters,World,04/13/2010,24.04,2010,4,13
20138,20139,World,,WLD,Millimeters,World,04/18/2010,26.86,2010,4,18
20163,20164,World,,WLD,Millimeters,World,04/23/2010,24.04,2010,4,23
20180,20181,World,,WLD,Millimeters,World,04/27/2010,24.16,2010,4,27
20208,20209,World,,WLD,Millimeters,World,05/02/2010,21.04,2010,5,2
20232,20233,World,,WLD,Millimeters,World,05/07/2010,22.76,2010,5,7
20259,20260,World,,WLD,Millimeters,World,05/12/2010,20.94,2010,5,12
20286,20287,World,,WLD,Millimeters,World,05/17/2010,24.06,2010,5,17
20310,20311,World,,WLD,Millimeters,World,05/22/2010,25.04,2010,5,22
20336,20337,World,,WLD,Millimeters,World,05/27/2010,22.36,2010,5,27
20361,20362,World,,WLD,Millimeters,World,06/01/2010,24.94,2010,6,1
20388,20389,World,,WLD,Millimeters,World,06/06/2010,23.36,2010,6,6
20412,20413,World,,WLD,Millimeters,World,06/11/2010,25.14,2010,6,11
20438,20439,World,,WLD,Millimeters,World,06/16/2010,25.36,2010,6,16
20462,20463,World,,WLD,Millimeters,World,06/21/2010,25.84,2010,6,21
20488,20489,World,,WLD,Millimeters,World,06/26/2010,24.16,2010,6,26
20513,20514,World,,WLD,Millimeters,World,07/01/2010,26.04,2010,7,1
20538,20539,World,,WLD,Millimeters,World,07/06/2010,23.26,2010,7,6
20563,20564,World,,WLD,Millimeters,World,07/11/2010,26.44,2010,7,11
20588,20589,World,,WLD,Millimeters,World,07/16/2010,25.66,2010,7,16
20612,20613,World,,WLD,Millimeters,World,07/21/2010,27.94,2010,7,21
20632,20633,World,,WLD,Millimeters,World,07/25/2010,26.66,2010,7,25
20662,20663,World,,WLD,Millimeters,World,07/31/2010,27.04,2010,7,31
20688,20689,World,,WLD,Millimeters,World,08/05/2010,27.76,2010,8,5
20713,20714,World,,WLD,Millimeters,World,08/10/2010,26.74,2010,8,10
20738,20739,World,,WLD,Millimeters,World,08/15/2010,31.56,2010,8,15
20755,20756,World,,WLD,Millimeters,World,08/19/2010,29.24,2010,8,19
20783,20784,World,,WLD,Millimeters,World,08/24/2010,29.46,2010,8,24
20809,20810,World,,WLD,Millimeters,World,08/29/2010,26.94,2010,8,29
20837,20838,World,,WLD,Millimeters,World,09/03/2010,28.96,2010,9,3
20860,20861,World,,WLD,Millimeters,World,09/08/2010,29.94,2010,9,8
20887,20888,World,,WLD,Millimeters,World,09/13/2010,30.36,2010,9,13
20911,20912,World,,WLD,Millimeters,World,09/18/2010,30.64,2010,9,18
20937,20938,World,,WLD,Millimeters,World,09/23/2010,31.06,2010,9,23
20962,20963,World,,WLD,Millimeters,World,09/28/2010,30.84,2010,9,28
20987,20988,World,,WLD,Millimeters,World,10/03/2010,30.56,2010,10,3
21012,21013,World,,WLD,Millimeters,World,10/08/2010,32.64,2010,10,8
21038,21039,World,,WLD,Millimeters,World,10/13/2010,33.36,2010,10,13
21062,21063,World,,WLD,Millimeters,World,10/18/2010,36.24,2010,10,18
21088,21089,World,,WLD,Millimeters,World,10/23/2010,37.36,2010,10,23
21112,21113,World,,WLD,Millimeters,World,10/28/2010,34.44,2010,10,28
21138,21139,World,,WLD,Millimeters,World,11/02/2010,36.76,2010,11,2
21162,21163,World,,WLD,Millimeters,World,11/07/2010,33.34,2010,11,7
21188,21189,World,,WLD,Millimeters,World,11/12/2010,34.06,2010,11,12
21212,21213,World,,WLD,Millimeters,World,11/17/2010,33.84,2010,11,17
21238,21239,World,,WLD,Millimeters,World,11/22/2010,29.46,2010,11,22
21263,21264,World,,WLD,Millimeters,World,11/27/2010,28.94,2010,11,27
21283,21284,World,,WLD,Millimeters,World,12/01/2010,27.16,2010,12,1
21309,21310,World,,WLD,Millimeters,World,12/06/2010,29.14,2010,12,6
21334,21335,World,,WLD,Millimeters,World,12/11/2010,29.06,2010,12,11
21358,21359,World,,WLD,Millimeters,World,12/16/2010,27.64,2010,12,16
21387,21388,World,,WLD,Millimeters,World,12/21/2010,29.76,2010,12,21
21410,21411,World,,WLD,Millimeters,World,12/26/2010,28.84,2010,12,26
21436,21437,World,,WLD,Millimeters,World,12/31/2010,28.46,2010,12,31
21461,21462,World,,WLD,Millimeters,World,01/05/2011,25.24,2011,1,5
21488,21489,World,,WLD,Millimeters,World,01/10/2011,23.86,2011,1,10
21512,21513,World,,WLD,Millimeters,World,01/15/2011,23.54,2011,1,15
21538,21539,World,,WLD,Millimeters,World,01/20/2011,22.46,2011,1,20
21562,21563,World,,WLD,Millimeters,World,01/25/2011,24.34,2011,1,25
21588,21589,World,,WLD,Millimeters,World,01/30/2011,24.16,2011,1,30
21613,21614,World,,WLD,Millimeters,World,02/04/2011,21.94,2011,2,4
21638,21639,World,,WLD,Millimeters,World,02/09/2011,21.26,2011,2,9
21662,21663,World,,WLD,Millimeters,World,02/14/2011,20.24,2011,2,14
21688,21689,World,,WLD,Millimeters,World,02/19/2011,21.26,2011,2,19
21712,21713,World,,WLD,Millimeters,World,02/24/2011,20.44,2011,2,24
21738,21739,World,,WLD,Millimeters,World,03/01/2011,20.96,2011,3,1
21762,21763,World,,WLD,Millimeters,World,03/06/2011,20.54,2011,3,6
21789,21790,World,,WLD,Millimeters,World,03/11/2011,19.56,2011,3,11
21812,21813,World,,WLD,Millimeters,World,03/16/2011,20.24,2011,3,16
21830,21831,World,,WLD,Millimeters,World,03/20/2011,18.36,2011,3,20
21857,21858,World,,WLD,Millimeters,World,03/25/2011,17.74,2011,3,25
21881,21882,World,,WLD,Millimeters,World,03/30/2011,18.86,2011,3,30
21910,21911,World,,WLD,Millimeters,World,04/04/2011,19.34,2011,4,4
21936,21937,World,,WLD,Millimeters,World,04/09/2011,18.76,2011,4,9
21961,21962,World,,WLD,Millimeters,World,04/14/2011,19.34,2011,4,14
21985,21986,World,,WLD,Millimeters,World,04/19/2011,18.46,2011,4,19
22011,22012,World,,WLD,Millimeters,World,04/24/2011,18.64,2011,4,24
22036,22037,World,,WLD,Millimeters,World,04/29/2011,16.96,2011,4,29
22061,22062,World,,WLD,Millimeters,World,05/04/2011,15.64,2011,5,4
22088,22089,World,,WLD,Millimeters,World,05/09/2011,16.96,2011,5,9
22112,22113,World,,WLD,Millimeters,World,05/14/2011,19.04,2011,5,14
22138,22139,World,,WLD,Millimeters,World,05/19/2011,16.36,2011,5,19
22162,22163,World,,WLD,Millimeters,World,05/24/2011,19.84,2011,5,24
22188,22189,World,,WLD,Millimeters,World,05/29/2011,19.46,2011,5,29
22212,22213,World,,WLD,Millimeters,World,06/03/2011,19.94,2011,6,3
22237,22238,World,,WLD,Millimeters,World,06/08/2011,20.16,2011,6,8
22262,22263,World,,WLD,Millimeters,World,06/13/2011,20.74,2011,6,13
22288,22289,World,,WLD,Millimeters,World,06/18/2011,21.16,2011,6,18
22312,22313,World,,WLD,Millimeters,World,06/23/2011,23.44,2011,6,23
22338,22339,World,,WLD,Millimeters,World,06/28/2011,21.36,2011,6,28
22363,22364,World,,WLD,Millimeters,World,07/03/2011,22.04,2011,7,3
22389,22390,World,,WLD,Millimeters,World,07/08/2011,20.66,2011,7,8
22409,22410,World,,WLD,Millimeters,World,07/12/2011,22.04,2011,7,12
22432,22433,World,,WLD,Millimeters,World,07/17/2011,19.36,2011,7,17
22460,22461,World,,WLD,Millimeters,World,07/22/2011,22.14,2011,7,22
22487,22488,World,,WLD,Millimeters,World,07/27/2011,22.46,2011,7,27
22510,22511,World,,WLD,Millimeters,World,08/01/2011,24.34,2011,8,1
22536,22537,World,,WLD,Millimeters,World,08/06/2011,25.56,2011,8,6
22561,22562,World,,WLD,Millimeters,World,08/11/2011,28.34,2011,8,11
22587,22588,World,,WLD,Millimeters,World,08/16/2011,25.86,2011,8,16
22613,22614,World,,WLD,Millimeters,World,08/21/2011,30.04,2011,8,21
22638,22639,World,,WLD,Millimeters,World,08/26/2011,31.26,2011,8,26
22662,22663,World,,WLD,Millimeters,World,08/31/2011,30.94,2011,8,31
22688,22689,World,,WLD,Millimeters,World,09/05/2011,30.36,2011,9,5
22712,22713,World,,WLD,Millimeters,World,09/10/2011,30.54,2011,9,10
22738,22739,World,,WLD,Millimeters,World,09/15/2011,27.76,2011,9,15
22762,22763,World,,WLD,Millimeters,World,09/20/2011,31.24,2011,9,20
22788,22789,World,,WLD,Millimeters,World,09/25/2011,32.06,2011,9,25
22812,22813,World,,WLD,Millimeters,World,09/30/2011,34.54,2011,9,30
22838,22839,World,,WLD,Millimeters,World,10/05/2011,35.06,2011,10,5
22862,22863,World,,WLD,Millimeters,World,10/10/2011,37.54,2011,10,10
22887,22888,World,,WLD,Millimeters,World,10/15/2011,37.56,2011,10,15
22913,22914,World,,WLD,Millimeters,World,10/20/2011,38.94,2011,10,20
22939,22940,World,,WLD,Millimeters,World,10/25/2011,33.76,2011,10,25
22958,22959,World,,WLD,Millimeters,World,10/29/2011,34.54,2011,10,29
22983,22984,World,,WLD,Millimeters,World,11/03/2011,33.86,2011,11,3
23009,23010,World,,WLD,Millimeters,World,11/08/2011,33.64,2011,11,8
23034,23035,World,,WLD,Millimeters,World,11/13/2011,29.76,2011,11,13
23060,23061,World,,WLD,Millimeters,World,11/18/2011,33.84,2011,11,18
23087,23088,World,,WLD,Millimeters,World,11/23/2011,33.86,2011,11,23
23111,23112,World,,WLD,Millimeters,World,11/28/2011,35.64,2011,11,28
23138,23139,World,,WLD,Millimeters,World,12/03/2011,34.06,2011,12,3
23162,23163,World,,WLD,Millimeters,World,12/08/2011,35.24,2011,12,8
23187,23188,World,,WLD,Millimeters,World,12/13/2011,33.36,2011,12,13
23212,23213,World,,WLD,Millimeters,World,12/18/2011,34.84,2011,12,18
23238,23239,World,,WLD,Millimeters,World,12/23/2011,34.66,2011,12,23
23262,23263,World,,WLD,Millimeters,World,12/28/2011,33.24,2011,12,28
23288,23289,World,,WLD,Millimeters,World,01/02/2012,30.46,2012,1,2
23312,23313,World,,WLD,Millimeters,World,01/07/2012,34.14,2012,1,7
23338,23339,World,,WLD,Millimeters,World,01/12/2012,30.06,2012,1,12
23362,23363,World,,WLD,Millimeters,World,01/17/2012,32.94,2012,1,17
23388,23389,World,,WLD,Millimeters,World,01/22/2012,30.56,2012,1,22
23412,23413,World,,WLD,Millimeters,World,01/27/2012,33.34,2012,1,27
23439,23440,World,,WLD,Millimeters,World,02/01/2012,30.16,2012,2,1
23462,23463,World,,WLD,Millimeters,World,02/06/2012,31.04,2012,2,6
23485,23486,World,,WLD,Millimeters,World,02/10/2012,29.36,2012,2,10
23523,23524,World,,WLD,Millimeters,World,02/16/2012,28.16,2012,2,16
23536,23537,World,,WLD,Millimeters,World,02/16/2012,31.74,2012,2,16
23562,23563,World,,WLD,Millimeters,World,02/26/2012,29.24,2012,2,26
23585,23586,World,,WLD,Millimeters,World,03/02/2012,24.66,2012,3,2
23604,23605,World,,WLD,Millimeters,World,03/06/2012,28.14,2012,3,6
23631,23632,World,,WLD,Millimeters,World,03/16/2012,29.14,2012,3,16
23658,23659,World,,WLD,Millimeters,World,03/26/2012,31.04,2012,3,26
23683,23684,World,,WLD,Millimeters,World,04/05/2012,28.54,2012,4,5
23709,23710,World,,WLD,Millimeters,World,04/15/2012,27.84,2012,4,15
23733,23734,World,,WLD,Millimeters,World,04/25/2012,27.84,2012,4,25
23760,23761,World,,WLD,Millimeters,World,05/05/2012,28.34,2012,5,5
23784,23785,World,,WLD,Millimeters,World,05/13/2012,31.26,2012,5,13
23810,23811,World,,WLD,Millimeters,World,05/15/2012,30.34,2012,5,15
23834,23835,World,,WLD,Millimeters,World,05/24/2012,28.96,2012,5,24
23860,23861,World,,WLD,Millimeters,World,05/25/2012,29.44,2012,5,25
23889,23890,World,,WLD,Millimeters,World,06/04/2012,31.16,2012,6,4
23909,23910,World,,WLD,Millimeters,World,06/04/2012,28.84,2012,6,4
23940,23941,World,,WLD,Millimeters,World,06/14/2012,32.64,2012,6,14
23959,23960,World,,WLD,Millimeters,World,06/15/2012,33.56,2012,6,15
23982,23983,World,,WLD,Millimeters,World,06/22/2012,30.96,2012,6,22
24010,24011,World,,WLD,Millimeters,World,06/24/2012,31.44,2012,6,24
24035,24036,World,,WLD,Millimeters,World,06/30/2012,32.76,2012,6,30
24060,24061,World,,WLD,Millimeters,World,07/04/2012,31.64,2012,7,4
24085,24086,World,,WLD,Millimeters,World,07/11/2012,34.16,2012,7,11
24110,24111,World,,WLD,Millimeters,World,07/14/2012,35.84,2012,7,14
24124,24125,World,,WLD,Millimeters,World,07/21/2012,37.86,2012,7,21
24160,24161,World,,WLD,Millimeters,World,07/24/2012,38.14,2012,7,24
24180,24181,World,,WLD,Millimeters,World,08/01/2012,36.56,2012,8,1
24203,24204,World,,WLD,Millimeters,World,08/02/2012,37.34,2012,8,2
24236,24237,World,,WLD,Millimeters,World,08/09/2012,40.16,2012,8,9
24257,24258,World,,WLD,Millimeters,World,08/12/2012,38.24,2012,8,12
24279,24280,World,,WLD,Millimeters,World,08/16/2012,36.86,2012,8,16
24308,24309,World,,WLD,Millimeters,World,08/22/2012,35.84,2012,8,22
24333,24334,World,,WLD,Millimeters,World,08/27/2012,37.96,2012,8,27
24357,24358,World,,WLD,Millimeters,World,09/01/2012,39.94,2012,9,1
24383,24384,World,,WLD,Millimeters,World,09/07/2012,39.86,2012,9,7
24409,24410,World,,WLD,Millimeters,World,09/11/2012,40.24,2012,9,11
24434,24435,World,,WLD,Millimeters,World,09/18/2012,42.96,2012,9,18
24459,24460,World,,WLD,Millimeters,World,09/21/2012,44.84,2012,9,21
24486,24487,World,,WLD,Millimeters,World,09/26/2012,42.56,2012,9,26
24510,24511,World,,WLD,Millimeters,World,10/01/2012,45.64,2012,10,1
24535,24536,World,,WLD,Millimeters,World,10/03/2012,46.06,2012,10,3
24560,24561,World,,WLD,Millimeters,World,10/11/2012,47.64,2012,10,11
24586,24587,World,,WLD,Millimeters,World,10/14/2012,45.96,2012,10,14
24610,24611,World,,WLD,Millimeters,World,10/21/2012,45.14,2012,10,21
24635,24636,World,,WLD,Millimeters,World,10/25/2012,44.56,2012,10,25
24660,24661,World,,WLD,Millimeters,World,10/31/2012,44.44,2012,10,31
24679,24680,World,,WLD,Millimeters,World,11/01/2012,45.46,2012,11,1
24710,24711,World,,WLD,Millimeters,World,11/09/2012,48.46,2012,11,9
24733,24734,World,,WLD,Millimeters,World,11/10/2012,46.04,2012,11,10
24767,24768,World,,WLD,Millimeters,World,11/20/2012,47.16,2012,11,20
24784,24785,World,,WLD,Millimeters,World,11/20/2012,45.54,2012,11,20
24817,24818,World,,WLD,Millimeters,World,11/30/2012,43.14,2012,11,30
24833,24834,World,,WLD,Millimeters,World,12/01/2012,43.66,2012,12,1
24861,24862,World,,WLD,Millimeters,World,12/10/2012,45.04,2012,12,10
24887,24888,World,,WLD,Millimeters,World,12/12/2012,43.26,2012,12,12
24910,24911,World,,WLD,Millimeters,World,12/19/2012,39.06,2012,12,19
24934,24935,World,,WLD,Millimeters,World,12/20/2012,41.04,2012,12,20
24950,24951,World,,WLD,Millimeters,World,12/26/2012,38.56,2012,12,26
24984,24985,World,,WLD,Millimeters,World,12/30/2012,40.74,2012,12,30
25002,25003,World,,WLD,Millimeters,World,01/06/2013,40.86,2013,1,6
25028,25029,World,,WLD,Millimeters,World,01/08/2013,39.74,2013,1,8
25054,25055,World,,WLD,Millimeters,World,01/17/2013,38.16,2013,1,17
25081,25082,World,,WLD,Millimeters,World,01/18/2013,38.74,2013,1,18
25110,25111,World,,WLD,Millimeters,World,01/28/2013,41.26,2013,1,28
25131,25132,World,,WLD,Millimeters,World,01/28/2013,39.94,2013,1,28
25161,25162,World,,WLD,Millimeters,World,02/05/2013,38.06,2013,2,5
25184,25185,World,,WLD,Millimeters,World,02/07/2013,38.44,2013,2,7
25207,25208,World,,WLD,Millimeters,World,02/12/2013,38.16,2013,2,12
25234,25235,World,,WLD,Millimeters,World,02/17/2013,35.34,2013,2,17
25258,25259,World,,WLD,Millimeters,World,02/23/2013,36.36,2013,2,23
25284,25285,World,,WLD,Millimeters,World,02/27/2013,36.64,2013,2,27
25309,25310,World,,WLD,Millimeters,World,03/09/2013,37.84,2013,3,9
25334,25335,World,,WLD,Millimeters,World,03/19/2013,36.34,2013,3,19
25358,25359,World,,WLD,Millimeters,World,03/22/2013,32.96,2013,3,22
25381,25382,World,,WLD,Millimeters,World,03/24/2013,34.46,2013,3,24
25406,25407,World,,WLD,Millimeters,World,04/01/2013,35.56,2013,4,1
25425,25426,World,,WLD,Millimeters,World,04/11/2013,32.16,2013,4,11
25457,25458,World,,WLD,Millimeters,World,04/18/2013,33.34,2013,4,18
25473,25474,World,,WLD,Millimeters,World,04/22/2013,29.46,2013,4,22
25501,25502,World,,WLD,Millimeters,World,04/27/2013,35.84,2013,4,27
25531,25532,World,,WLD,Millimeters,World,04/30/2013,30.36,2013,4,30
25549,25550,World,,WLD,Millimeters,World,05/07/2013,36.76,2013,5,7
25570,25571,World,,WLD,Millimeters,World,05/07/2013,35.84,2013,5,7
25605,25606,World,,WLD,Millimeters,World,05/17/2013,33.64,2013,5,17
25624,25625,World,,WLD,Millimeters,World,05/18/2013,36.36,2013,5,18
25655,25656,World,,WLD,Millimeters,World,05/27/2013,32.84,2013,5,27
25680,25681,World,,WLD,Millimeters,World,05/29/2013,34.86,2013,5,29
25704,25705,World,,WLD,Millimeters,World,06/06/2013,32.74,2013,6,6
25730,25731,World,,WLD,Millimeters,World,06/09/2013,30.66,2013,6,9
25752,25753,World,,WLD,Millimeters,World,06/16/2013,27.06,2013,6,16
25774,25775,World,,WLD,Millimeters,World,06/16/2013,31.64,2013,6,16
25805,25806,World,,WLD,Millimeters,World,06/26/2013,33.64,2013,6,26
25830,25831,World,,WLD,Millimeters,World,07/06/2013,33.14,2013,7,6
25855,25856,World,,WLD,Millimeters,World,07/16/2013,33.84,2013,7,16
25880,25881,World,,WLD,Millimeters,World,07/26/2013,36.34,2013,7,26
25906,25907,World,,WLD,Millimeters,World,08/05/2013,37.44,2013,8,5
25926,25927,World,,WLD,Millimeters,World,08/14/2013,34.54,2013,8,14
25953,25954,World,,WLD,Millimeters,World,08/24/2013,36.04,2013,8,24
25980,25981,World,,WLD,Millimeters,World,09/02/2013,41.04,2013,9,2
26007,26008,World,,WLD,Millimeters,World,09/16/2013,38.64,2013,9,16
26030,26031,World,,WLD,Millimeters,World,09/23/2013,41.34,2013,9,23
26055,26056,World,,WLD,Millimeters,World,10/03/2013,43.34,2013,10,3
26080,26081,World,,WLD,Millimeters,World,10/13/2013,44.34,2013,10,13
26106,26107,World,,WLD,Millimeters,World,10/23/2013,47.54,2013,10,23
26130,26131,World,,WLD,Millimeters,World,11/02/2013,48.84,2013,11,2
26155,26156,World,,WLD,Millimeters,World,11/12/2013,46.44,2013,11,12
26181,26182,World,,WLD,Millimeters,World,11/22/2013,44.84,2013,11,22
26202,26203,World,,WLD,Millimeters,World,12/01/2013,42.94,2013,12,1
26228,26229,World,,WLD,Millimeters,World,12/11/2013,39.44,2013,12,11
26254,26255,World,,WLD,Millimeters,World,12/21/2013,40.24,2013,12,21
26279,26280,World,,WLD,Millimeters,World,12/31/2013,40.54,2013,12,31
26304,26305,World,,WLD,Millimeters,World,01/10/2014,39.24,2014,1,10
26330,26331,World,,WLD,Millimeters,World,01/20/2014,38.34,2014,1,20
26355,26356,World,,WLD,Millimeters,World,01/30/2014,35.44,2014,1,30
26380,26381,World,,WLD,Millimeters,World,02/09/2014,36.84,2014,2,9
26405,26406,World,,WLD,Millimeters,World,02/19/2014,38.74,2014,2,19
26430,26431,World,,WLD,Millimeters,World,03/01/2014,38.04,2014,3,1
26456,26457,World,,WLD,Millimeters,World,03/11/2014,38.04,2014,3,11
26475,26476,World,,WLD,Millimeters,World,03/20/2014,36.54,2014,3,20
26502,26503,World,,WLD,Millimeters,World,03/30/2014,36.04,2014,3,30
26529,26530,World,,WLD,Millimeters,World,04/09/2014,36.24,2014,4,9
26554,26555,World,,WLD,Millimeters,World,04/19/2014,36.04,2014,4,19
26580,26581,World,,WLD,Millimeters,World,04/29/2014,33.64,2014,4,29
